ID,OrderId,UID,MID,Charge,TalkTime,Source,Country,UserSpend,MasterEarn,OrderStatus,Ender,Activity,Platform,CreateTime(IN),DialTime(IN),UnconnectTime(IN),ConnectTime(IN),HangUpTime(IN),RefundStatus,Review,,,ExotelCallId
3963310,64F5778C504EF907T617,1088207,1088,22,0,Call,1,0,0,Create,User,,IOS,2023-09-04 11:52:04,,,,,,No,,,
3963311,64F577A8DC267890B992,1511904,1077,24,9,Chat,1,216,108,HangUp,User,,Android,2023-09-04 11:52:32,2023-09-04 11:53:02,,2023-09-04 11:53:12,2023-09-04 12:02:38,,No,,,
3963312,64F577B881C88676B375,2905040,929,21,14,Chat,1,294,147,HangUp,User,,Android,2023-09-04 11:52:48,2023-09-04 11:53:05,,2023-09-04 11:53:07,2023-09-04 12:06:42,,No,,,
3963313,64F5780508CE1875L461,3564296,46,60,6,Chat,1,360,15,HangUp,User,First 5₹,Android,2023-09-04 11:54:05,2023-09-04 11:54:18,,2023-09-04 11:54:21,2023-09-04 12:00:21,,No,,,
3963314,64F5782404D9B509Y838,3564238,531,18,4,Call(queue),1,72,28.8,HangUp,User,,Android,2023-09-04 11:54:36,2023-09-04 11:55:57,,2023-09-04 11:56:04,2023-09-04 12:01:25,,No,,,944c76bdfad66617a29218c7216a1794
3963315,64F5787E27A5F356B900,832075,358,25,0,Call(queue),1,0,0,NoAnswer,User,,Android,2023-09-04 11:56:06,2023-09-04 12:03:25,2023-09-04 12:05:18,2023-09-04 12:03:46,,,No,,,fbe5bbb29ce4a6d413328909b2991794
3963316,64F578D3C11A9860N651,3564307,258,20,6,Chat,1,120,12,HangUp,Master,First 5₹,Android,2023-09-04 11:57:31,2023-09-04 11:58:38,,2023-09-04 11:58:42,2023-09-04 12:04:43,,Yes,,,
3963317,64F578D8968EB532H581,3564306,966,23,6,Call,1,138,15,HangUp,User,First 5₹,Android,2023-09-04 11:57:36,2023-09-04 11:57:36,,2023-09-04 11:57:54,2023-09-04 12:04:06,,No,,,6fb514cded3f2d289c6114f660a11794
3963318,64F579063D73F953G383,2840576,494,35,0,Chat,1,0,0,NoAnswer,backend,,Android,2023-09-04 11:58:22,,2023-09-04 12:01:26,,,,No,,,
3963319,64F5790D35D36999V345,3296473,220,35,48,Call(queue),1,1680,840,HangUp,User,,Android,2023-09-04 11:58:29,2023-09-04 12:00:15,,2023-09-04 12:00:23,2023-09-04 12:49:20,,No,,,2e4bda0bee143f7f5646c62addb71794
3963320,64F5796938581713I658,3563993,593,30,6,Call,1,180,15,HangUp,User,First 5₹,Android,2023-09-04 12:00:01,2023-09-04 12:00:01,,2023-09-04 12:00:14,2023-09-04 12:06:22,,No,,,8b5805abaf1d275e4eaeab8c25fd1794
3963321,64F5797630F98384N249,3564297,64,46,1,Call,1,46,2.5,HangUp,User,First 5₹,Android,2023-09-04 12:00:14,2023-09-04 12:00:14,,2023-09-04 12:00:33,2023-09-04 12:01:36,,No,,,4295fe1d2962456b525a785bb09f1794
3963322,64F5797F64467265X412,3561301,284,48,5,Chat,1,240,120,HangUp,User,,Android,2023-09-04 12:00:23,2023-09-04 12:00:36,,2023-09-04 12:00:38,2023-09-04 12:06:04,,No,,,
3963323,64F57998EC51D616E783,3564301,46,60,6,Chat,1,360,15,HangUp,User,First 5₹,Android,2023-09-04 12:00:48,2023-09-04 12:00:54,,2023-09-04 12:00:58,2023-09-04 12:06:59,,No,,,
3963324,64F5799B83B0C348F269,3564310,1066,15,0,Call,1,0,0,NoAnswer,User,First 5₹,Android,2023-09-04 12:00:51,2023-09-04 12:00:51,2023-09-04 12:01:38,2023-09-04 12:01:10,,,No,,,ef5636fd755935a4983fd2e6c1101794
3963325,64F579A268DB3370O359,1774256,709,23,3,Chat,1,0,0,HangUp,Master,,Android,2023-09-04 12:00:58,2023-09-04 12:01:03,,2023-09-04 12:01:08,2023-09-04 12:03:52,Refund Finished,No,,,
3963326,64F579A2B5480328Q451,3346981,136,91,6,Call,1,546,15,HangUp,User,First 5₹,Android,2023-09-04 12:00:58,2023-09-04 12:00:59,,2023-09-04 12:01:15,2023-09-04 12:07:26,,No,,,72d6b6df2730bc48351e6e9b5bd81794
3963327,64F579CD92E0E184E748,2840576,494,35,0,Chat,1,0,0,HangUp,User,,Android,2023-09-04 12:01:41,2023-09-04 12:02:07,,2023-09-04 12:02:12,2023-09-04 12:02:34,,No,,,
3963328,64F579D41D79A848N382,2168946,709,23,10,Call(queue),1,230,115,HangUp,User,,IOS,2023-09-04 12:01:48,2023-09-04 12:06:06,,2023-09-04 12:06:14,2023-09-04 12:17:24,,No,,,8bb94cfbe771ace3102ba147750e1794
3963329,64F579DB987BB932P785,3564310,1066,15,0,Call,1,0,0,NoAnswer,User,First 5₹,Android,2023-09-04 12:01:55,2023-09-04 12:01:55,2023-09-04 12:02:34,2023-09-04 12:02:07,,,No,,,625c8fa0919630b16f60e2424e651794
3963330,64F57A17B6986779H970,3564310,1066,15,0,Call,1,0,0,NoAnswer,User,First 5₹,Android,2023-09-04 12:02:55,2023-09-04 12:02:55,2023-09-04 12:03:33,2023-09-04 12:03:06,,,No,,,91b0b0448fc142fa5dd6207c0bf51794
3963331,64F57A18039B7428H576,3563043,553,33,6,Call,1,198,15,HangUp,User,First 5₹,Android,2023-09-04 12:02:56,2023-09-04 12:02:56,,2023-09-04 12:03:16,2023-09-04 12:09:29,,No,,,c9de877b02e86d03ec9aede794621794
3963332,64F57A2D560EB782X524,3564311,1076,60,10,Chat,1,600,300,HangUp,User,,IOS,2023-09-04 12:03:17,2023-09-04 12:03:47,,2023-09-04 12:03:50,2023-09-04 12:13:50,,Yes,,,
3963333,64F57A45AF90A534U482,2951961,1073,18,0,Chat,1,0,0,NoAnswer,backend,,Android,2023-09-04 12:03:41,,2023-09-04 12:06:43,,,,No,,,
3963334,64F57A49D3781338S441,567318,358,25,3,Call(queue),1,75,30,HangUp,User,,Android,2023-09-04 12:03:45,2023-09-04 12:05:43,,2023-09-04 12:06:19,2023-09-04 12:10:29,,No,,,bf5c3afa0b4427777af07aaefb6b1794
3963335,64F57A530D5D7707B789,1191606,1088,22,8,Call(queue),1,176,88,HangUp,User,,Android,2023-09-04 12:03:55,2023-09-04 12:07:48,,2023-09-04 12:07:56,2023-09-04 12:16:57,,No,,,233636344644614b06c0d9a3f37e1794
3963336,64F57A85CFDB2526Y980,178446,494,35,15.71429,Chat,1,550,280,HangUp,User,,Android,2023-09-04 12:04:45,2023-09-04 12:05:06,,2023-09-04 12:05:08,2023-09-04 12:20:51,,Yes,,,
3963337,64F57A949CF4C344C140,2973883,220,35,0,Call(queue),1,0,0,NoAnswer,User,,Android,2023-09-04 12:05:00,2023-09-04 12:55:02,2023-09-04 12:56:29,2023-09-04 12:55:10,,,No,,,c73f5965425fdafeac220d9cc0361794
3963338,64F57A95A016C708A946,1774256,709,23,0,Chat(queue),1,0,0,HangUp,Master,,Android,2023-09-04 12:05:01,2023-09-04 12:22:27,,,2023-09-04 12:22:59,,No,,,
3963339,64F57A95E2670508X423,399599,469,30,9,Call,1,270,135,HangUp,User,,Android,2023-09-04 12:05:01,2023-09-04 12:05:02,,2023-09-04 12:05:21,2023-09-04 12:15:11,,No,,,daae0f1fa9cfa9ff12b5e0c6f8a91794
3963340,64F57AA0ACAA2421S859,3564310,74,50,0,Call,1,0,0,NoAnswer,User,First 5₹,Android,2023-09-04 12:05:12,2023-09-04 12:05:12,2023-09-04 12:06:02,2023-09-04 12:05:34,,,No,,,01e3f291828211cb7b8fd2932f081794
3963341,64F57AED217C0336M320,3564310,74,50,0,Call,1,0,0,NoAnswer,User,First 5₹,Android,2023-09-04 12:06:29,2023-09-04 12:06:29,2023-09-04 12:07:04,2023-09-04 12:06:37,,,No,,,2dce57b4422d87b682272992d5c31794
3963342,64F57AEEED7AD401D357,1653511,308,30,7,Call(queue),1,210,105,HangUp,User,,Android,2023-09-04 12:06:30,2023-09-04 12:40:36,,2023-09-04 12:40:48,2023-09-04 12:48:39,,No,,,9338e92edf6fcd8cf3526d41ad8d1794
3963343,64F57B126FB5C784Z996,2951961,1073,18,11,Chat,1,198,99,HangUp,Master,,Android,2023-09-04 12:07:06,2023-09-04 12:07:33,,2023-09-04 12:07:37,2023-09-04 12:18:58,,No,,,
3963344,64F57B15BF970347H482,3268848,1063,21,6,Chat,1,126,63,HangUp,User,,Android,2023-09-04 12:07:09,2023-09-04 12:07:13,,2023-09-04 12:07:15,2023-09-04 12:13:46,,No,,,
3963345,64F57B21013E4839O833,3564306,1049,11,1,Chat,1,11,5.5,HangUp,Master,,Android,2023-09-04 12:07:21,2023-09-04 12:07:33,,2023-09-04 12:07:39,2023-09-04 12:08:47,,No,,,
3963346,64F57B4E4F9DB710Y539,3564297,1070,15,0,PrivateLive,1,0,0,NoAnswer,backend,,Android,2023-09-04 12:08:06,,2023-09-04 12:11:08,,,,No,,,
3963347,64F57B6C1375A587D342,3564312,929,21,6,Chat,1,126,15,HangUp,Master,First 5₹,Android,2023-09-04 12:08:36,2023-09-04 12:08:49,,2023-09-04 12:08:53,2023-09-04 12:14:55,,Yes,,,
3963348,64F57B8BBC4DF312T506,3564310,136,91,0,Call,1,0,0,NoAnswer,User,First 5₹,Android,2023-09-04 12:09:07,2023-09-04 12:09:08,2023-09-04 12:09:44,2023-09-04 12:09:17,,,No,,,f14a048d57aa3df53d81d2d08b301794
3963349,64F57BD3752D0400K383,3564310,136,91,0,Call,1,0,0,NoAnswer,User,First 5₹,Android,2023-09-04 12:10:19,2023-09-04 12:10:19,2023-09-04 12:10:58,2023-09-04 12:10:30,,,No,,,fe2d8b4a3d3b50651b597296f0ff1794
3963350,64F57BF6107CB760Y324,1174577,788,35,6,Call,1,210,105,HangUp,User,,Android,2023-09-04 12:10:54,2023-09-04 12:10:54,,2023-09-04 12:11:10,2023-09-04 12:18:00,,No,,,9a6f26d10c325698a8fefdd68b041794
3963351,64F57C3FCB84C472E133,2468357,616,25,5,Call,1,125,62.5,HangUp,User,,Android,2023-09-04 12:12:07,2023-09-04 12:12:08,,2023-09-04 12:12:17,2023-09-04 12:18:44,,No,,,5d3710c3680d94bfd1c02e981d9d1794
3963352,64F57C4B47646669D561,2140236,345,40,0,Call,1,0,0,HangUp,User,,IOS,2023-09-04 12:12:19,2023-09-04 12:12:19,,2023-09-04 12:12:36,2023-09-04 12:12:57,,No,,,f970e6d9bb8bbf02ff7c7f42db701794
3963353,64F57C5E8DDFE995G483,3116570,1076,60,0,Chat(queue),1,0,0,NoAnswer,backend,,Android,2023-09-04 12:12:38,2023-09-04 12:15:54,2023-09-04 12:18:56,,,,No,,,
3963354,64F57C6172A68306U416,832075,358,25,4,Call,1,100,40,HangUp,User,,Android,2023-09-04 12:12:41,2023-09-04 12:12:41,,2023-09-04 12:13:20,2023-09-04 12:17:58,,No,,,325ea65d6cd877f50c22a670f3511794
3963355,64F57C7F3BC1F627V973,2140236,345,40,14,Call,1,560,280,HangUp,User,,IOS,2023-09-04 12:13:11,2023-09-04 12:13:11,,2023-09-04 12:13:20,2023-09-04 12:28:15,,No,,,0c54901849783a9accb034d6e7a21794
3963356,64F57C8CB835A583W461,874925,362,18,8,Chat,1,144,57.6,HangUp,User,,IOS,2023-09-04 12:13:24,2023-09-04 12:13:50,,2023-09-04 12:13:58,2023-09-04 12:22:25,,Yes,,,
3963357,64F57CBCE4B6B784D336,2087439,308,30,13,Call(queue),1,390,195,HangUp,User,,IOS,2023-09-04 12:14:12,2023-09-04 12:50:40,,2023-09-04 12:50:52,2023-09-04 13:05:09,,No,,,7182f36ff05294b6cdf704cca0671794
3963358,64F57CF066D92679V684,2989885,461,10.8,10,Call,1,108,43.2,HangUp,User,Member,Android,2023-09-04 12:15:04,2023-09-04 12:15:04,,2023-09-04 12:15:17,2023-09-04 12:26:27,,No,,,89fe0b11c9f4467406314f45d05a1794
3963359,64F57CF24D128921C787,2197599,1084,15,0,Chat,1,0,0,NoAnswer,backend,,Android,2023-09-04 12:15:06,2023-09-04 12:15:16,2023-09-04 12:18:18,,,,No,,,
3963360,64F57DB5CB3C4920E900,2999593,630,20,16,Chat,1,320,128,HangUp,User,,Android,2023-09-04 12:18:21,2023-09-04 12:18:29,,2023-09-04 12:18:31,2023-09-04 12:34:28,,No,,,
3963361,64F57DBCF34AE735Y788,1174577,788,35,6,Call,1,210,105,HangUp,User,,Android,2023-09-04 12:18:28,2023-09-04 12:18:29,,2023-09-04 12:18:36,2023-09-04 12:25:16,,No,,,eddfa4042383bda10fc026199bb11794
3963362,64F57DD682973966O448,399599,469,30,8,Call,1,240,120,HangUp,User,,Android,2023-09-04 12:18:54,2023-09-04 12:18:54,,2023-09-04 12:19:11,2023-09-04 12:28:39,,No,,,35f671020ac6cadb7b482f37d6981794
3963363,64F57DEC60FA9810J631,2213156,1073,18,13,Chat,1,198,99,HangUp,User,Active Offer,Android,2023-09-04 12:19:16,2023-09-04 12:19:20,,2023-09-04 12:19:22,2023-09-04 12:32:34,,No,,,
3963364,64F57DEE6F211767W203,3533649,1066,15,28,Chat,1,420,210,HangUp,User,,Android,2023-09-04 12:19:18,2023-09-04 12:19:34,,2023-09-04 12:19:37,2023-09-04 12:47:17,,No,,,
3963365,64F57E3A25453896J976,2851428,927,17,12,Call,1,204,81.6,HangUp,User,,Android,2023-09-04 12:20:34,2023-09-04 12:20:34,,2023-09-04 12:21:01,2023-09-04 12:33:54,,No,,,0c8592fffe140e840a31bd0a6dd91794
3963366,64F57E46CEA8A165G646,3564323,937,42,6,Chat,1,252,15,HangUp,User,First 5₹,Android,2023-09-04 12:20:46,2023-09-04 12:20:51,,2023-09-04 12:20:54,2023-09-04 12:26:55,,Yes,,,
3963367,64F57E7A4B0D9343D632,2840576,494,35,7,Call,1,245,122.5,HangUp,User,,Android,2023-09-04 12:21:38,2023-09-04 12:21:38,,2023-09-04 12:22:03,2023-09-04 12:29:37,,No,,,39139e5f1cce34b2b0b67aa973561794
3963368,64F57E8709502811S862,3116570,1076,60,9,Chat,1,540,270,HangUp,User,,Android,2023-09-04 12:21:51,2023-09-04 12:22:04,,2023-09-04 12:22:06,2023-09-04 12:31:17,,No,,,
3963369,64F57F063036E294S799,3564329,1002,20,1,Chat,1,20,0,HangUp,Master,Free,Android,2023-09-04 12:23:58,2023-09-04 12:24:11,,2023-09-04 12:24:17,2023-09-04 12:24:52,,No,,,
3963370,64F57F0770128408Z198,2951961,362,18,3,Chat,1,54,21.6,HangUp,User,,Android,2023-09-04 12:23:59,2023-09-04 12:24:19,,2023-09-04 12:24:22,2023-09-04 12:27:00,,No,,,
3963371,64F57F53AEFB8205A118,2625201,258,20,0,Chat,1,0,0,NoAnswer,backend,,Android,2023-09-04 12:25:15,,2023-09-04 12:28:18,,,,No,,,
3963372,64F57F56B2910328N553,2197599,1084,15,0,Chat,1,0,0,NoAnswer,Master,,Android,2023-09-04 12:25:18,,2023-09-04 12:25:27,,,,No,,,
3963373,64F57F7B89F05238S866,2197599,1084,15,2,Chat,1,30,12,HangUp,User,,Android,2023-09-04 12:25:55,2023-09-04 12:25:58,,2023-09-04 12:26:03,2023-09-04 12:28:10,,No,,,
3963374,64F57FC90256A689N818,2951961,1094,30,18,Chat,1,540,270,HangUp,User,,Android,2023-09-04 12:27:13,2023-09-04 12:27:18,,2023-09-04 12:27:21,2023-09-04 12:45:45,,No,,,
3963375,64F57FEA86D0D927O192,3466771,616,25,8,Call,1,200,100,HangUp,User,,Android,2023-09-04 12:27:46,2023-09-04 12:27:46,,2023-09-04 12:27:56,2023-09-04 12:37:06,,No,,,c7074c3a5e4b27c8994b1633c02e1794
3963376,64F57FF441906778M694,3475047,593,30,6,Call,1,180,15,HangUp,User,First 5₹,Android,2023-09-04 12:27:56,2023-09-04 12:27:56,,2023-09-04 12:28:18,2023-09-04 12:34:32,,No,,,244f8906006e2c5ee8027b5085e31794
3963377,64F5801120B42204Q781,1774256,709,23,20,Chat,1,460,230,HangUp,User,,Android,2023-09-04 12:28:25,2023-09-04 12:28:28,,2023-09-04 12:28:31,2023-09-04 12:48:23,,No,,,
3963378,64F5801A78943527I765,2625201,258,20,10,Chat,1,200,80,HangUp,Master,,Android,2023-09-04 12:28:34,2023-09-04 12:28:37,,2023-09-04 12:28:40,2023-09-04 12:38:42,,No,,,
3963379,64F580402C80E777A558,3025490,75,21,7,Chat,1,147,73.5,HangUp,User,,Android,2023-09-04 12:29:12,2023-09-04 12:29:18,,2023-09-04 12:29:20,2023-09-04 12:36:02,,Yes,,,
3963380,64F58059A21A7788H636,399599,469,30,9,Call,1,270,135,HangUp,User,,Android,2023-09-04 12:29:37,2023-09-04 12:29:37,,2023-09-04 12:29:49,2023-09-04 12:39:37,,No,,,f0a46ce68246edd4bdc0596beedb1794
3963381,64F5807C27756848H821,2876782,75,21,23,Chat(queue),1,483,241.5,HangUp,User,,Android,2023-09-04 12:30:12,2023-09-04 12:41:07,,2023-09-04 12:41:09,2023-09-04 13:04:28,,Yes,,,
3963382,64F5807F7AB4B925P321,3179395,308,30,8,Call(queue),1,240,120,HangUp,User,,Android,2023-09-04 12:30:15,2023-09-04 13:05:24,,2023-09-04 13:05:34,2023-09-04 13:14:15,,No,,,568cc0216e85e77198e74b762b381794
3963383,64F5808CB8C74607G371,3564323,504,12,5.833333,Chat,1,70,36,HangUp,User,,Android,2023-09-04 12:30:28,2023-09-04 12:30:50,,2023-09-04 12:30:52,2023-09-04 12:36:42,,Yes,,,
3963384,64F580919ABC6592W593,2840576,494,35,6,Call,1,210,105,HangUp,User,,Android,2023-09-04 12:30:33,2023-09-04 12:30:33,,2023-09-04 12:30:50,2023-09-04 12:37:48,,Yes,,,39f354e8c2adead8fa3a9d52ce9b1794
3963385,64F580E90668C233K293,3564345,445,20,6,Chat,1,120,0,HangUp,User,Free,Android,2023-09-04 12:32:01,2023-09-04 12:32:06,,2023-09-04 12:32:12,2023-09-04 12:38:13,,No,,,
3963386,64F580E9CBA70806I724,1457147,712,36,6,Chat,1,144,72,HangUp,User,Active Offer,Android,2023-09-04 12:32:01,2023-09-04 12:32:04,,2023-09-04 12:32:07,2023-09-04 12:37:41,,No,,,
3963387,64F580EC29DDC318S948,3555357,937,42,4,Call,1,168,84,HangUp,User,,Android,2023-09-04 12:32:04,2023-09-04 12:32:04,,2023-09-04 12:32:18,2023-09-04 12:37:00,,No,,,ea460abd0b2db7f56974dede65d11794
3963388,64F58112CC057174N798,3564338,558,45,1,Call,1,45,2.5,HangUp,User,First 5₹,Android,2023-09-04 12:32:42,2023-09-04 12:32:43,,2023-09-04 12:32:53,2023-09-04 12:33:25,Refund Processing,No,,,44fd4639024c1820a92d107fbb8c1794
3963389,64F5812E9A81F839C308,1499164,362,18,11,Chat,1,198,79.2,HangUp,User,,Android,2023-09-04 12:33:10,2023-09-04 12:33:23,,2023-09-04 12:33:28,2023-09-04 12:44:35,,No,,,
3963390,64F5816BA598F287J488,3091624,75,21,0,Chat(queue),1,0,0,NoAnswer,Master,,Android,2023-09-04 12:34:11,,2023-09-04 13:09:41,,,,No,,,
3963391,64F581815C1EC678D582,1193309,709,23,8,Call(queue),1,184,92,HangUp,User,,Android,2023-09-04 12:34:33,2023-09-04 12:54:02,,2023-09-04 12:54:11,2023-09-04 13:03:04,,No,,,33bc0795e2d552c80492ad823fff1794
3963392,64F5819479EC8445R170,2999593,1055,30,8,Chat,1,240,120,HangUp,Master,,Android,2023-09-04 12:34:52,2023-09-04 12:35:09,,2023-09-04 12:35:11,2023-09-04 12:43:21,,No,,,
3963393,64F581C6E3034968B312,3454973,1088,22,13,Call,1,286,143,HangUp,User,,Android,2023-09-04 12:35:42,2023-09-04 12:35:43,,2023-09-04 12:35:54,2023-09-04 12:49:37,,No,,,5409ea52f04ae9662675037b2bcf1794
3963394,64F581DA029E9195C564,2478589,1070,15,13,Call,1,195,97.5,HangUp,User,,Android,2023-09-04 12:36:02,2023-09-04 12:36:02,,2023-09-04 12:36:12,2023-09-04 12:50:41,,No,,,fcabaae103bad68b33507075f7351794
3963395,64F581DC7A25C464C982,3562698,1049,11,3,Chat,1,33,16.5,HangUp,backend,,Android,2023-09-04 12:36:04,2023-09-04 12:36:19,,2023-09-04 12:36:23,2023-09-04 12:42:01,,No,,,
3963396,64F58225863F2562I461,2468357,1057,15,7,Call,1,105,52.5,HangUp,User,,Android,2023-09-04 12:37:17,2023-09-04 12:37:17,,2023-09-04 12:37:42,2023-09-04 12:45:43,,No,,,c35f42e6e6485784ac35d19a45a11794
3963397,64F58254DB687512T133,3466771,616,25,8,Call,1,200,100,HangUp,User,,Android,2023-09-04 12:38:04,2023-09-04 12:38:05,,2023-09-04 12:38:17,2023-09-04 12:47:17,,No,,,b99a912b65daa08e53143f13a9a31794
3963398,64F5826366522439C697,3562416,445,20,6,Chat,1,120,0,HangUp,User,Free,Android,2023-09-04 12:38:19,2023-09-04 12:38:23,,2023-09-04 12:38:30,2023-09-04 12:44:31,,No,,,
3963399,64F5826BC85FE223S599,3564297,1067,15,7,Call,1,105,52.5,HangUp,User,,Android,2023-09-04 12:38:27,2023-09-04 12:38:28,,2023-09-04 12:38:47,2023-09-04 12:46:21,,No,,,35a1c032beaa940479327e94f7db1794
3963400,64F5826CB1ED3250T144,38674,927,17,15,Chat,1,255,102,HangUp,Master,,Android,2023-09-04 12:38:28,2023-09-04 12:38:53,,2023-09-04 12:39:35,2023-09-04 12:54:33,,No,,,
3963401,64F5828CDF14B225Q277,3555357,937,42,13,Call,1,546,273,HangUp,User,,Android,2023-09-04 12:39:00,2023-09-04 12:39:01,,2023-09-04 12:39:10,2023-09-04 12:52:50,,No,,,3d073c1ec9cb033cdba7397c00701794
3963402,64F5829650164973F396,3557045,1084,15,4,Call,1,60,24,HangUp,User,,Android,2023-09-04 12:39:10,2023-09-04 12:39:10,,2023-09-04 12:39:16,2023-09-04 12:44:35,,No,,,86b5c0e3ccad1beb45a2ba4ff3aa1794
3963403,64F582A839253167V733,3481899,938,25,8,Chat,1,200,100,HangUp,User,,IOS,2023-09-04 12:39:28,2023-09-04 12:41:43,,2023-09-04 12:42:03,2023-09-04 12:50:03,,No,,,
3963404,64F582CED4E32810D666,1716092,258,20,10,Chat,1,200,80,HangUp,User,,Android,2023-09-04 12:40:06,2023-09-04 12:40:22,,2023-09-04 12:40:24,2023-09-04 12:50:04,,No,,,
3963405,64F582D62860D160U243,2625201,558,45,12,Call,1,540,270,HangUp,User,,Android,2023-09-04 12:40:14,2023-09-04 12:40:14,,2023-09-04 12:40:28,2023-09-04 12:53:56,,No,,,8d122c4938afc72523f2e11c1ac51794
3963406,64F582DE57C56919R779,2520691,712,16.2,2,Chat,1,32.4,16.2,HangUp,User,Member,Android,2023-09-04 12:40:22,2023-09-04 12:40:26,,2023-09-04 12:40:27,2023-09-04 12:42:44,,No,,,
3963407,64F582E0672EE716D584,3564352,1073,18,0,Chat,1,0,0,NoAnswer,backend,First 5₹,Android,2023-09-04 12:40:24,,2023-09-04 12:43:26,,,,No,,,
3963408,64F58308ADFD6490B418,1625150,553,33,0,Call,1,0,0,HangUp,User,,Android,2023-09-04 12:41:04,2023-09-04 12:41:04,,2023-09-04 12:41:24,2023-09-04 12:41:52,,No,,,e75412588469c691bb812ed8e1051794
3963409,64F583780D01A812I638,2520691,712,16.2,4,Chat,1,64.8,32.4,HangUp,User,Member,Android,2023-09-04 12:42:56,2023-09-04 12:42:58,,2023-09-04 12:43:00,2023-09-04 12:47:20,,No,,,
3963410,64F583A517D98575I894,1511904,1073,18,0,Chat,1,0,0,HangUp,Master,,Android,2023-09-04 12:43:41,2023-09-04 12:45:06,,,2023-09-04 12:45:26,,No,,,
3963411,64F583C909B5E869V852,1625150,553,33,6,Call,1,198,99,HangUp,User,,Android,2023-09-04 12:44:17,2023-09-04 12:44:17,,2023-09-04 12:44:30,2023-09-04 12:51:45,,Yes,,,02169dc0fb88b1c97c9bc1eb20571794
3963412,64F583C94DF2C224V845,1479976,891,33,0,Call,1,0,0,HangUp,User,,Android,2023-09-04 12:44:17,2023-09-04 12:44:17,,2023-09-04 12:44:25,2023-09-04 12:45:01,,No,,,4a8e75ac8077df3e19e02bcaccbd1794
3963413,64F5840780106931Q581,1479976,891,33,26,Call,1,858,429,HangUp,User,,Android,2023-09-04 12:45:19,2023-09-04 12:45:19,,2023-09-04 12:45:25,2023-09-04 13:12:22,,No,,,eecc29b1d25c14eefe9fc6e611e11794
3963414,64F5842F22124964V126,2197599,1084,15,0,Chat,1,0,0,NoAnswer,backend,,Android,2023-09-04 12:45:59,,2023-09-04 12:49:04,,,,No,,,
3963415,64F5845D5BB89917K670,1511904,1073,18,3,Chat,1,54,27,HangUp,User,,Android,2023-09-04 12:46:45,2023-09-04 12:47:06,,2023-09-04 12:47:08,2023-09-04 12:50:04,,No,,,
3963416,64F58472544D1922J885,270535,1055,30,8,Call,1,240,120,HangUp,User,,IOS,2023-09-04 12:47:06,2023-09-04 12:47:06,,2023-09-04 12:47:15,2023-09-04 12:56:22,,No,,,8b1c5fb760e5ada1f2fefa4677d41794
3963417,64F5848CC2B11240Y581,3564370,445,20,0,Call,1,0,0,NoAnswer,Master,Free,Android,2023-09-04 12:47:32,2023-09-04 12:47:33,2023-09-04 12:48:19,,,,No,,,4c02d2264551a431273addc259e01794
3963418,64F5849063918959F600,2520691,712,16.2,7,Call,1,113.4,56.7,HangUp,User,Member,Android,2023-09-04 12:47:36,2023-09-04 12:47:36,,2023-09-04 12:47:44,2023-09-04 12:55:51,,Yes,,,fefb0a95ee00a4af4fd0642321a51794
3963419,64F584E02A024938P818,1400150,709,23,0,Chat(queue),1,0,0,HangUp,Master,,Android,2023-09-04 12:48:56,2023-09-04 13:08:11,,,2023-09-04 13:08:18,,No,,,
3963420,64F584F6E8632138B305,3564370,575,21,6,Chat,1,126,15,HangUp,User,First 5₹,Android,2023-09-04 12:49:18,2023-09-04 12:49:24,,2023-09-04 12:49:31,2023-09-04 12:55:32,,Yes,,,
3963421,64F58534F3E10143B366,1511904,1073,18,49,Call,1,882,441,HangUp,User,,Android,2023-09-04 12:50:20,2023-09-04 12:50:21,,2023-09-04 12:50:33,2023-09-04 13:40:30,,No,,,4dc41e71a7a71d63f0080a20b6f71794
3963422,64F585384EB75862G784,2951961,1094,30,7,Chat,1,210,105,HangUp,Master,,Android,2023-09-04 12:50:24,2023-09-04 12:50:36,,2023-09-04 12:50:38,2023-09-04 12:57:43,,No,,,
3963423,64F58570E1C4E488P550,3481899,938,25,0,Chat,1,0,0,NoAnswer,backend,,IOS,2023-09-04 12:51:20,,2023-09-04 12:54:26,,,,No,,,
3963424,64F585818703F251W759,2478589,1070,15,2,Call,1,30,15,HangUp,User,,Android,2023-09-04 12:51:37,2023-09-04 12:51:37,,2023-09-04 12:51:49,2023-09-04 12:54:34,,No,,,29198e11aa8da9cabf2383a91f1c1794
3963425,64F58587AD7DD842Z353,220546,1076,60,9,Call,1,540,270,HangUp,User,,Android,2023-09-04 12:51:43,2023-09-04 12:51:43,,2023-09-04 12:52:07,2023-09-04 13:02:35,,No,,,d8464612e807be0beff18c9650321794
3963426,64F58597EC1B6991R273,2999593,1049,11,0,Chat,1,0,0,NoAnswer,Master,,Android,2023-09-04 12:51:59,,2023-09-04 12:52:12,,,,No,,,
3963427,64F585E796FB7679M351,2999593,1084,15,13.66667,Chat,1,205,84,HangUp,User,,Android,2023-09-04 12:53:19,2023-09-04 12:53:26,,2023-09-04 12:53:29,2023-09-04 13:07:10,,No,,,
3963428,64F585ECC94A2761G273,3564352,966,23,6,Chat,1,138,15,HangUp,User,First 5₹,Android,2023-09-04 12:53:24,2023-09-04 12:53:38,,2023-09-04 12:53:44,2023-09-04 12:59:45,,Yes,,,
